Date,Visitor,G,Home,G,,Att.,LOG,Notes
2018-12-11,Arizona Coyotes,3,Boston Bruins,4,,17565,02:35:00 AM,
2018-12-11,Los Angeles Kings,3,Buffalo Sabres,4,OT,17897,02:50:00 AM,
2018-12-11,Toronto Maple Leafs,4,Carolina Hurricanes,1,,11907,02:21:00 AM,
2018-12-11,Vancouver Canucks,3,Columbus Blue Jackets,2,,14689,02:28:00 AM,
2018-12-11,Edmonton Oilers,6,Colorado Avalanche,4,,15809,02:36:00 AM,
2018-12-11,Montreal Canadiens,1,Minnesota Wild,7,,18681,02:24:00 AM,
2018-12-11,Ottawa Senators,1,Nashville Predators,3,,17162,02:24:00 AM,
2018-12-11,Florida Panthers,3,St. Louis Blues,4,,16255,02:38:00 AM,
2018-12-11,Chicago Blackhawks,3,Winnipeg Jets,6,,15321,02:23:00 AM,
2018-12-11,Detroit Red Wings,2,Washington Capitals,6,,18506,02:35:00 AM,
2018-12-12,Dallas Stars,3,Anaheim Ducks,6,,16810,02:32:00 AM,
2018-12-12,Philadelphia Flyers,5,Calgary Flames,6,OT,17763,02:31:00 AM,
2018-12-12,Pittsburgh Penguins,3,Chicago Blackhawks,6,,21232,02:28:00 AM,
2018-12-12,Vegas Golden Knights,3,New York Islanders,2,,9182,02:39:00 AM,
2018-12-13,Arizona Coyotes,1,Buffalo Sabres,3,,16872,02:33:00 AM,
2018-12-13,Los Angeles Kings,1,Columbus Blue Jackets,4,,15087,02:30:00 AM,
2018-12-13,Florida Panthers,1,Minnesota Wild,5,,18714,02:32:00 AM,
2018-12-13,Carolina Hurricanes,4,Montreal Canadiens,6,,20407,02:33:00 AM,
2018-12-13,Vancouver Canucks,3,Nashville Predators,4,OT,17206,02:41:00 AM,
2018-12-13,Dallas Stars,2,San Jose Sharks,3,,17185,02:30:00 AM,
2018-12-13,Toronto Maple Leafs,1,Tampa Bay Lightning,4,,19092,02:39:00 AM,
2018-12-13,Edmonton Oilers,4,Winnipeg Jets,5,OT,15321,02:35:00 AM,
2018-12-14,Washington Capitals,6,Carolina Hurricanes,5,SO,14446,02:45:00 AM,
2018-12-14,Winnipeg Jets,4,Chicago Blackhawks,3,OT,21235,02:33:00 AM,
2018-12-14,Ottawa Senators,4,Detroit Red Wings,2,,18330,02:32:00 AM,at Little Caesars Arena (Detroit MI)
2018-12-14,Philadelphia Flyers,1,Edmonton Oilers,4,,18347,02:24:00 AM,
2018-12-14,Vegas Golden Knights,4,New Jersey Devils,5,OT,14076,02:31:00 AM,
2018-12-14,Arizona Coyotes,4,New York Rangers,3,OT,17441,02:33:00 AM,
2018-12-14,Boston Bruins,3,Pittsburgh Penguins,5,,18549,02:32:00 AM,
2018-12-14,Colorado Avalanche,3,St. Louis Blues,4,OT,16366,02:39:00 AM,
2018-12-15,Anaheim Ducks,2,Columbus Blue Jackets,1,OT,16171,02:33:00 AM,
2018-12-15,Dallas Stars,4,Colorado Avalanche,6,,17626,02:54:00 AM,
2018-12-15,Toronto Maple Leafs,3,Florida Panthers,4,OT,14177,02:48:00 AM,
2018-12-15,Calgary Flames,2,Minnesota Wild,1,,18882,02:25:00 AM,
2018-12-15,Ottawa Senators,2,Montreal Canadiens,5,,21302,02:33:00 AM,
2018-12-15,New Jersey Devils,1,Nashville Predators,2,SO,17446,02:57:00 AM,
2018-12-15,Detroit Red Wings,3,New York Islanders,4,SO,13917,02:47:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2018-12-15,Los Angeles Kings,3,Pittsburgh Penguins,4,OT,18627,02:32:00 AM,
2018-12-15,Philadelphia Flyers,1,Vancouver Canucks,5,,17238,02:23:00 AM,
2018-12-15,Buffalo Sabres,3,Washington Capitals,4,SO,18506,02:43:00 AM,
2018-12-16,Buffalo Sabres,4,Boston Bruins,2,,17565,02:34:00 AM,
2018-12-16,Arizona Coyotes,0,Carolina Hurricanes,3,,13051,02:25:00 AM,
2018-12-16,San Jose Sharks,7,Chicago Blackhawks,3,,21237,02:26:00 AM,
2018-12-16,Vegas Golden Knights,4,New York Rangers,3,OT,17660,02:38:00 AM,
2018-12-16,Calgary Flames,7,St. Louis Blues,2,,17064,02:26:00 AM,
2018-12-16,Edmonton Oilers,2,Vancouver Canucks,4,,18036,02:23:00 AM,
2018-12-16,Tampa Bay Lightning,4,Winnipeg Jets,5,OT,15321,02:38:00 AM,
2018-12-17,Vegas Golden Knights,0,Columbus Blue Jackets,1,,15008,02:21:00 AM,
2018-12-17,New York Islanders,4,Colorado Avalanche,1,,15066,02:29:00 AM,
2018-12-17,Boston Bruins,4,Montreal Canadiens,0,,21302,02:22:00 AM,
2018-12-17,Nashville Predators,3,Ottawa Senators,4,OT,14492,02:37:00 AM,
2018-12-17,Anaheim Ducks,4,Pittsburgh Penguins,2,,18575,02:23:00 AM,
2018-12-18,New York Islanders,3,Arizona Coyotes,1,,11640,02:25:00 AM,
2018-12-18,Florida Panthers,5,Buffalo Sabres,2,,17602,02:27:00 AM,
2018-12-18,Nashville Predators,1,Chicago Blackhawks,2,,21223,02:29:00 AM,
2018-12-18,Calgary Flames,0,Dallas Stars,2,,18127,02:32:00 AM,
2018-12-18,St. Louis Blues,4,Edmonton Oilers,1,,18347,02:33:00 AM,
2018-12-18,Winnipeg Jets,1,Los Angeles Kings,4,,17405,02:30:00 AM,
2018-12-18,San Jose Sharks,4,Minnesota Wild,0,,18870,02:23:00 AM,
2018-12-18,Toronto Maple Leafs,7,New Jersey Devils,2,,14586,02:30:00 AM,
2018-12-18,Anaheim Ducks,1,New York Rangers,3,,17590,02:27:00 AM,
2018-12-18,Detroit Red Wings,2,Philadelphia Flyers,3,,19255,02:30:00 AM,
2018-12-18,Tampa Bay Lightning,5,Vancouver Canucks,2,,17193,02:42:00 AM,
2018-12-19,Montreal Canadiens,1,Colorado Avalanche,2,,15469,02:32:00 AM,
2018-12-19,Pittsburgh Penguins,2,Washington Capitals,1,,18506,02:34:00 AM,
2018-12-20,Montreal Canadiens,2,Arizona Coyotes,1,,11149,02:29:00 AM,
2018-12-20,Anaheim Ducks,1,Boston Bruins,3,,17565,02:30:00 AM,
2018-12-20,Detroit Red Wings,4,Carolina Hurricanes,1,,13548,02:36:00 AM,
2018-12-20,New Jersey Devils,1,Columbus Blue Jackets,2,,15595,02:30:00 AM,
2018-12-20,Tampa Bay Lightning,5,Calgary Flames,4,SO,19289,02:50:00 AM,
2018-12-20,Chicago Blackhawks,5,Dallas Stars,2,,18532,02:31:00 AM,
2018-12-20,Nashville Predators,1,Philadelphia Flyers,2,,19142,02:23:00 AM,
2018-12-20,Minnesota Wild,1,Pittsburgh Penguins,2,,18435,02:29:00 AM,
2018-12-20,Winnipeg Jets,5,San Jose Sharks,3,,17213,02:29:00 AM,
2018-12-20,Florida Panthers,1,Toronto Maple Leafs,6,,19329,02:31:00 AM,
2018-12-20,St. Louis Blues,1,Vancouver Canucks,5,,18261,02:31:00 AM,
2018-12-20,New York Islanders,2,Vegas Golden Knights,4,,18226,02:35:00 AM,
2018-12-21,Chicago Blackhawks,2,Colorado Avalanche,1,,17850,02:26:00 AM,
2018-12-21,Ottawa Senators,2,New Jersey Devils,5,,14614,02:38:00 AM,
2018-12-21,Buffalo Sabres,1,Washington Capitals,2,,18506,02:27:00 AM,
2018-12-22,Colorado Avalanche,4,Arizona Coyotes,6,,13896,02:35:00 AM,
2018-12-22,Nashville Predators,2,Boston Bruins,5,,17565,02:33:00 AM,
2018-12-22,Anaheim Ducks,0,Buffalo Sabres,3,,19070,02:33:00 AM,
2018-12-22,Pittsburgh Penguins,3,Carolina Hurricanes,0,,16264,02:24:00 AM,
2018-12-22,St. Louis Blues,3,Calgary Flames,1,,18683,02:23:00 AM,
2018-12-22,Florida Panthers,2,Detroit Red Wings,1,,19515,02:28:00 AM,at Little Caesars Arena (Detroit MI)
2018-12-22,Tampa Bay Lightning,6,Edmonton Oilers,3,,18347,02:39:00 AM,
2018-12-22,Dallas Stars,2,Minnesota Wild,1,OT,19074,02:40:00 AM,
2018-12-22,Washington Capitals,4,Ottawa Senators,0,,15605,02:19:00 AM,
2018-12-22,Columbus Blue Jackets,4,Philadelphia Flyers,3,,19311,02:26:00 AM,
2018-12-22,Los Angeles Kings,3,San Jose Sharks,2,OT,17562,02:35:00 AM,
2018-12-22,New York Rangers,3,Toronto Maple Leafs,5,,19466,02:21:00 AM,
2018-12-22,Winnipeg Jets,1,Vancouver Canucks,0,,18028,02:23:00 AM,
2018-12-22,Montreal Canadiens,4,Vegas Golden Knights,3,OT,18173,02:33:00 AM,
2018-12-23,Boston Bruins,3,Carolina Hurricanes,5,,17491,02:37:00 AM,
2018-12-23,Florida Panthers,6,Chicago Blackhawks,3,,21789,02:16:00 AM,
2018-12-23,New York Islanders,3,Dallas Stars,1,,18031,02:26:00 AM,
2018-12-23,Columbus Blue Jackets,3,New Jersey Devils,0,,12872,02:26:00 AM,
2018-12-23,Philadelphia Flyers,3,New York Rangers,2,SO,17515,02:43:00 AM,
2018-12-23,Arizona Coyotes,4,San Jose Sharks,3,SO,17325,02:38:00 AM,
2018-12-23,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,19196,02:31:00 AM,
2018-12-23,Los Angeles Kings,4,Vegas Golden Knights,3,OT,18225,02:25:00 AM,
2018-12-27,New Jersey Devils,5,Boston Bruins,2,,17565,02:31:00 AM,
2018-12-27,Minnesota Wild,2,Chicago Blackhawks,5,,21735,02:36:00 AM,
2018-12-27,Vancouver Canucks,4,Edmonton Oilers,2,,18347,02:27:00 AM,
2018-12-27,Arizona Coyotes,1,Los Angeles Kings,2,,18230,02:30:00 AM,
2018-12-27,Dallas Stars,2,Nashville Predators,0,,17697,02:37:00 AM,
2018-12-27,Columbus Blue Jackets,4,New York Rangers,3,OT,18006,02:29:00 AM,
2018-12-27,Detroit Red Wings,2,Pittsburgh Penguins,5,,18639,02:28:00 AM,
2018-12-27,Anaheim Ducks,2,San Jose Sharks,4,,17562,02:24:00 AM,
2018-12-27,Buffalo Sabres,1,St. Louis Blues,4,,17867,02:21:00 AM,
2018-12-27,Philadelphia Flyers,5,Tampa Bay Lightning,6,OT,19092,02:41:00 AM,
2018-12-27,Colorado Avalanche,1,Vegas Golden Knights,2,,18505,02:27:00 AM,
2018-12-27,Calgary Flames,4,Winnipeg Jets,1,,15321,02:29:00 AM,
2018-12-27,Carolina Hurricanes,1,Washington Capitals,3,,18506,02:29:00 AM,
2018-12-28,Toronto Maple Leafs,4,Columbus Blue Jackets,2,,18963,02:24:00 AM,
2018-12-28,Montreal Canadiens,5,Florida Panthers,3,,19512,02:24:00 AM,
2018-12-28,Ottawa Senators,3,New York Islanders,6,,13434,02:35:00 AM,
2018-12-29,Arizona Coyotes,5,Anaheim Ducks,4,OT,17174,02:33:00 AM,
2018-12-29,Boston Bruins,3,Buffalo Sabres,2,OT,19070,02:29:00 AM,
2018-12-29,Vancouver Canucks,3,Calgary Flames,2,OT,19289,02:35:00 AM,
2018-12-29,Chicago Blackhawks,3,Colorado Avalanche,2,OT,18028,02:33:00 AM,
2018-12-29,Detroit Red Wings,1,Dallas Stars,5,,18532,02:36:00 AM,
2018-12-29,San Jose Sharks,7,Edmonton Oilers,4,,18347,02:29:00 AM,
2018-12-29,Philadelphia Flyers,1,Florida Panthers,2,,15737,02:30:00 AM,
2018-12-29,Vegas Golden Knights,4,Los Angeles Kings,1,,18230,02:28:00 AM,
2018-12-29,Carolina Hurricanes,0,New Jersey Devils,2,,16514,02:36:00 AM,
2018-12-29,New York Rangers,4,Nashville Predators,3,,17673,02:37:00 AM,
2018-12-29,Washington Capitals,3,Ottawa Senators,2,,16808,02:30:00 AM,
2018-12-29,Pittsburgh Penguins,6,St. Louis Blues,1,,17475,02:33:00 AM,
2018-12-29,Montreal Canadiens,5,Tampa Bay Lightning,6,,19092,02:37:00 AM,
2018-12-29,New York Islanders,4,Toronto Maple Leafs,0,,19514,02:29:00 AM,
2018-12-29,Minnesota Wild,3,Winnipeg Jets,1,,15321,02:25:00 AM,
2018-12-30,Vegas Golden Knights,5,Arizona Coyotes,1,,17125,02:31:00 AM,
2018-12-31,Tampa Bay Lightning,2,Anaheim Ducks,1,OT,17340,02:25:00 AM,
2018-12-31,New York Islanders,3,Buffalo Sabres,1,,19070,02:26:00 AM,
2018-12-31,Philadelphia Flyers,1,Carolina Hurricanes,3,,16644,02:27:00 AM,
2018-12-31,Ottawa Senators,3,Columbus Blue Jackets,6,,18549,02:41:00 AM,
2018-12-31,San Jose Sharks,5,Calgary Flames,8,,19289,02:43:00 AM,
2018-12-31,Los Angeles Kings,3,Colorado Avalanche,2,OT,18017,02:27:00 AM,
2018-12-31,Montreal Canadiens,3,Dallas Stars,2,OT,18532,02:29:00 AM,
2018-12-31,Florida Panthers,4,Detroit Red Wings,3,SO,19515,02:52:00 AM,at Little Caesars Arena (Detroit MI)
2018-12-31,Winnipeg Jets,4,Edmonton Oilers,3,,18347,02:27:00 AM,
2018-12-31,Pittsburgh Penguins,3,Minnesota Wild,2,,19163,02:29:00 AM,
2018-12-31,Vancouver Canucks,0,New Jersey Devils,4,,15772,02:21:00 AM,
2018-12-31,New York Rangers,2,St. Louis Blues,1,,16849,02:29:00 AM,
2018-12-31,Nashville Predators,6,Washington Capitals,3,,18506,02:33:00 AM,
2019-01-01,Boston Bruins,4,Chicago Blackhawks,2,,76126,02:37:00 AM,NHL Winter Classic
2019-01-01,Philadelphia Flyers,0,Nashville Predators,4,,17481,02:26:00 AM,
2019-01-01,Los Angeles Kings,0,Vegas Golden Knights,2,,18319,02:23:00 AM,
2019-01-02,Edmonton Oilers,3,Arizona Coyotes,1,,12583,02:24:00 AM,
2019-01-02,San Jose Sharks,5,Colorado Avalanche,4,,17891,02:31:00 AM,
2019-01-02,New Jersey Devils,4,Dallas Stars,5,,18133,02:29:00 AM,
2019-01-02,Calgary Flames,5,Detroit Red Wings,3,,19515,02:36:00 AM,at Little Caesars Arena (Detroit MI)
2019-01-02,Pittsburgh Penguins,7,New York Rangers,2,,18006,02:31:00 AM,
2019-01-02,Vancouver Canucks,4,Ottawa Senators,3,OT,16358,02:41:00 AM,
2019-01-03,Calgary Flames,4,Boston Bruins,6,,17565,02:23:00 AM,
2019-01-03,Florida Panthers,3,Buffalo Sabres,4,,18551,02:36:00 AM,
2019-01-03,Tampa Bay Lightning,6,Los Angeles Kings,2,,17551,02:30:00 AM,
2019-01-03,Vancouver Canucks,0,Montreal Canadiens,2,,21302,02:35:00 AM,
2019-01-03,Chicago Blackhawks,2,New York Islanders,3,OT,13454,02:33:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-03,Carolina Hurricanes,5,Philadelphia Flyers,3,,18718,02:41:00 AM,
2019-01-03,Washington Capitals,2,St. Louis Blues,5,,17200,02:25:00 AM,
2019-01-03,Minnesota Wild,4,Toronto Maple Leafs,3,,19244,02:35:00 AM,
2019-01-04,Vegas Golden Knights,3,Anaheim Ducks,2,,17222,02:24:00 AM,
2019-01-04,New Jersey Devils,3,Arizona Coyotes,2,SO,12636,02:46:00 AM,
2019-01-04,Columbus Blue Jackets,2,Carolina Hurricanes,4,,15346,02:21:00 AM,
2019-01-04,New York Rangers,1,Colorado Avalanche,6,,17287,02:26:00 AM,
2019-01-04,Washington Capitals,1,Dallas Stars,2,OT,18532,02:32:00 AM,
2019-01-04,Nashville Predators,3,Detroit Red Wings,4,OT,19515,02:37:00 AM,at Little Caesars Arena (Detroit MI)
2019-01-04,Winnipeg Jets,0,Pittsburgh Penguins,4,,18642,02:29:00 AM,
2019-01-05,Buffalo Sabres,1,Boston Bruins,2,,17565,02:31:00 AM,
2019-01-05,Columbus Blue Jackets,4,Florida Panthers,3,OT,15213,02:27:00 AM,
2019-01-05,Edmonton Oilers,0,Los Angeles Kings,4,,18230,02:29:00 AM,
2019-01-05,Nashville Predators,4,Montreal Canadiens,1,,21302,02:29:00 AM,
2019-01-05,Minnesota Wild,4,Ottawa Senators,3,,14124,02:29:00 AM,
2019-01-05,Calgary Flames,3,Philadelphia Flyers,2,OT,19236,02:31:00 AM,
2019-01-05,Tampa Bay Lightning,2,San Jose Sharks,5,,17562,02:27:00 AM,
2019-01-05,New York Islanders,4,St. Louis Blues,3,,16801,02:30:00 AM,
2019-01-05,Vancouver Canucks,0,Toronto Maple Leafs,5,,19388,02:23:00 AM,
2019-01-06,Edmonton Oilers,4,Anaheim Ducks,0,,17317,02:30:00 AM,
2019-01-06,New York Rangers,0,Arizona Coyotes,5,,12396,02:18:00 AM,
2019-01-06,Washington Capitals,3,Detroit Red Wings,2,,19515,02:30:00 AM,at Little Caesars Arena (Detroit MI)
2019-01-06,Carolina Hurricanes,5,Ottawa Senators,4,,12924,02:22:00 AM,
2019-01-06,Chicago Blackhawks,5,Pittsburgh Penguins,3,,18623,02:24:00 AM,
2019-01-06,New Jersey Devils,2,Vegas Golden Knights,3,,18103,02:36:00 AM,
2019-01-06,Dallas Stars,1,Winnipeg Jets,5,,15321,02:24:00 AM,
2019-01-07,Calgary Flames,4,Chicago Blackhawks,3,,21036,02:26:00 AM,
2019-01-07,Minnesota Wild,1,Montreal Canadiens,0,,20601,02:26:00 AM,
2019-01-07,St. Louis Blues,3,Philadelphia Flyers,0,,19021,02:25:00 AM,
2019-01-07,Los Angeles Kings,1,San Jose Sharks,3,,15447,02:20:00 AM,
2019-01-07,Nashville Predators,4,Toronto Maple Leafs,0,,19059,02:22:00 AM,
2019-01-08,Minnesota Wild,0,Boston Bruins,4,,17565,02:28:00 AM,
2019-01-08,New Jersey Devils,1,Buffalo Sabres,5,,18212,02:30:00 AM,
2019-01-08,Montreal Canadiens,3,Detroit Red Wings,2,,18898,02:30:00 AM,at Little Caesars Arena (Detroit MI)
2019-01-08,Carolina Hurricanes,4,New York Islanders,3,,13769,02:26:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-08,Florida Panthers,1,Pittsburgh Penguins,5,,18526,02:29:00 AM,
2019-01-08,Edmonton Oilers,2,San Jose Sharks,7,,17320,02:25:00 AM,
2019-01-08,Dallas Stars,3,St. Louis Blues,1,,17037,02:23:00 AM,
2019-01-08,Columbus Blue Jackets,0,Tampa Bay Lightning,4,,19092,02:21:00 AM,
2019-01-08,New York Rangers,2,Vegas Golden Knights,4,,18249,02:43:00 AM,
2019-01-08,Colorado Avalanche,4,Winnipeg Jets,7,,15321,02:22:00 AM,
2019-01-08,Philadelphia Flyers,3,Washington Capitals,5,,18506,02:37:00 AM,
2019-01-09,Ottawa Senators,2,Anaheim Ducks,1,OT,17174,02:32:00 AM,
2019-01-09,Colorado Avalanche,3,Calgary Flames,5,,18220,02:26:00 AM,
2019-01-09,Nashville Predators,4,Chicago Blackhawks,3,OT,21255,02:27:00 AM,
2019-01-10,Washington Capitals,4,Boston Bruins,2,,17565,02:35:00 AM,
2019-01-10,Nashville Predators,3,Columbus Blue Jackets,4,OT,17065,02:35:00 AM,
2019-01-10,Florida Panthers,3,Edmonton Oilers,4,SO,18347,02:38:00 AM,
2019-01-10,Ottawa Senators,4,Los Angeles Kings,1,,17713,02:31:00 AM,
2019-01-10,Winnipeg Jets,2,Minnesota Wild,3,,19072,02:25:00 AM,
2019-01-10,Toronto Maple Leafs,4,New Jersey Devils,2,,15280,02:34:00 AM,
2019-01-10,New York Islanders,4,New York Rangers,3,,17938,02:32:00 AM,
2019-01-10,Dallas Stars,1,Philadelphia Flyers,2,,19448,02:28:00 AM,
2019-01-10,Montreal Canadiens,1,St. Louis Blues,4,,17839,02:28:00 AM,
2019-01-10,Carolina Hurricanes,1,Tampa Bay Lightning,3,,19092,02:34:00 AM,
2019-01-10,Arizona Coyotes,4,Vancouver Canucks,3,OT,18527,02:33:00 AM,
2019-01-10,San Jose Sharks,3,Vegas Golden Knights,2,,18367,02:28:00 AM,
2019-01-11,Pittsburgh Penguins,7,Anaheim Ducks,4,,17473,02:25:00 AM,
2019-01-11,Buffalo Sabres,3,Carolina Hurricanes,4,,17199,02:30:00 AM,
2019-01-11,Florida Panthers,3,Calgary Flames,4,,18579,02:28:00 AM,
2019-01-11,Detroit Red Wings,2,Winnipeg Jets,4,,15321,02:23:00 AM,
2019-01-12,Tampa Bay Lightning,5,Buffalo Sabres,3,,19070,02:33:00 AM,
2019-01-12,Vegas Golden Knights,4,Chicago Blackhawks,3,OT,21760,02:31:00 AM,
2019-01-12,St. Louis Blues,3,Dallas Stars,1,,18124,02:27:00 AM,
2019-01-12,Arizona Coyotes,3,Edmonton Oilers,2,,18347,02:27:00 AM,
2019-01-12,Pittsburgh Penguins,2,Los Angeles Kings,5,,18414,02:36:00 AM,
2019-01-12,Detroit Red Wings,5,Minnesota Wild,2,,19087,02:28:00 AM,
2019-01-12,Colorado Avalanche,0,Montreal Canadiens,3,,21302,02:20:00 AM,
2019-01-12,Philadelphia Flyers,2,New Jersey Devils,3,,16514,02:32:00 AM,
2019-01-12,New York Rangers,2,New York Islanders,1,,15497,02:27:00 AM,
2019-01-12,Ottawa Senators,1,San Jose Sharks,4,,17562,02:21:00 AM,
2019-01-12,Boston Bruins,3,Toronto Maple Leafs,2,,19305,02:24:00 AM,
2019-01-12,Columbus Blue Jackets,2,Washington Capitals,1,OT,18506,02:40:00 AM,
2019-01-13,Nashville Predators,3,Carolina Hurricanes,6,,16347,02:31:00 AM,
2019-01-13,New York Rangers,5,Columbus Blue Jackets,7,,17417,02:33:00 AM,
2019-01-13,Arizona Coyotes,1,Calgary Flames,7,,17849,02:25:00 AM,
2019-01-13,Tampa Bay Lightning,1,New York Islanders,5,,11193,02:28:00 AM,
2019-01-13,Florida Panthers,1,Vancouver Canucks,5,,18610,02:42:00 AM,
2019-01-13,Anaheim Ducks,3,Winnipeg Jets,4,OT,15321,02:33:00 AM,
2019-01-14,Montreal Canadiens,3,Boston Bruins,2,OT,17565,02:37:00 AM,
2019-01-14,Buffalo Sabres,2,Edmonton Oilers,7,,18347,02:29:00 AM,
2019-01-14,Chicago Blackhawks,5,New Jersey Devils,8,,15204,02:29:00 AM,
2019-01-14,Minnesota Wild,4,Philadelphia Flyers,7,,19123,02:42:00 AM,
2019-01-14,Colorado Avalanche,6,Toronto Maple Leafs,3,,19248,02:26:00 AM,
2019-01-14,St. Louis Blues,4,Washington Capitals,1,,18506,02:26:00 AM,
2019-01-15,New Jersey Devils,1,Columbus Blue Jackets,4,,16377,02:25:00 AM,
2019-01-15,Tampa Bay Lightning,2,Dallas Stars,0,,18021,02:27:00 AM,
2019-01-15,Anaheim Ducks,1,Detroit Red Wings,3,,19515,02:25:00 AM,at Little Caesars Arena (Detroit MI)
2019-01-15,Los Angeles Kings,2,Minnesota Wild,3,SO,19017,02:45:00 AM,
2019-01-15,Florida Panthers,1,Montreal Canadiens,5,,20576,02:35:00 AM,
2019-01-15,Washington Capitals,2,Nashville Predators,7,,17336,02:33:00 AM,
2019-01-15,St. Louis Blues,1,New York Islanders,2,OT,10042,02:29:00 AM,
2019-01-15,Carolina Hurricanes,2,New York Rangers,6,,17636,02:26:00 AM,
2019-01-15,Pittsburgh Penguins,2,San Jose Sharks,5,,17292,02:22:00 AM,
2019-01-15,Vegas Golden Knights,1,Winnipeg Jets,4,,15321,02:27:00 AM,
2019-01-16,San Jose Sharks,3,Arizona Coyotes,6,,13342,02:29:00 AM,
2019-01-16,Buffalo Sabres,4,Calgary Flames,3,OT,18286,02:34:00 AM,
2019-01-16,Colorado Avalanche,2,Ottawa Senators,5,,14468,02:29:00 AM,
2019-01-16,Boston Bruins,3,Philadelphia Flyers,4,,19297,02:55:00 AM,
2019-01-16,Edmonton Oilers,3,Vancouver Canucks,2,SO,18166,02:50:00 AM,
2019-01-17,St. Louis Blues,2,Boston Bruins,5,,17565,02:24:00 AM,
2019-01-17,Los Angeles Kings,2,Dallas Stars,1,,18045,02:32:00 AM,
2019-01-17,Anaheim Ducks,3,Minnesota Wild,0,,18907,02:24:00 AM,
2019-01-17,Winnipeg Jets,5,Nashville Predators,1,,17507,02:33:00 AM,
2019-01-17,New Jersey Devils,1,New York Islanders,4,,12088,02:21:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-17,Chicago Blackhawks,3,New York Rangers,4,,17434,02:32:00 AM,
2019-01-17,Toronto Maple Leafs,4,Tampa Bay Lightning,2,,19092,02:34:00 AM,
2019-01-18,Pittsburgh Penguins,3,Arizona Coyotes,2,OT,14757,02:38:00 AM,
2019-01-18,Ottawa Senators,4,Carolina Hurricanes,1,,15598,02:22:00 AM,
2019-01-18,Montreal Canadiens,4,Columbus Blue Jackets,1,,18892,02:25:00 AM,
2019-01-18,Detroit Red Wings,4,Calgary Flames,6,,19289,02:38:00 AM,
2019-01-18,Toronto Maple Leafs,1,Florida Panthers,3,,16741,02:23:00 AM,
2019-01-18,Buffalo Sabres,3,Vancouver Canucks,4,,18176,02:26:00 AM,
2019-01-18,New York Islanders,2,Washington Capitals,0,,18605,02:17:00 AM,
2019-01-19,New York Rangers,3,Boston Bruins,2,,17565,02:39:00 AM,
2019-01-19,Los Angeles Kings,1,Colorado Avalanche,7,,18043,02:34:00 AM,
2019-01-19,Winnipeg Jets,2,Dallas Stars,4,,18532,02:38:00 AM,
2019-01-19,Calgary Flames,5,Edmonton Oilers,2,,18347,02:35:00 AM,
2019-01-19,Columbus Blue Jackets,1,Minnesota Wild,2,,19054,02:27:00 AM,
2019-01-19,Philadelphia Flyers,5,Montreal Canadiens,2,,21302,02:19:00 AM,
2019-01-19,Anaheim Ducks,3,New Jersey Devils,2,,15231,02:23:00 AM,
2019-01-19,Florida Panthers,4,Nashville Predators,2,,17716,02:33:00 AM,
2019-01-19,Ottawa Senators,2,St. Louis Blues,3,,17690,02:34:00 AM,
2019-01-19,San Jose Sharks,3,Tampa Bay Lightning,6,,19092,02:29:00 AM,
2019-01-19,Pittsburgh Penguins,3,Vegas Golden Knights,7,,18511,02:36:00 AM,
2019-01-20,Washington Capitals,5,Chicago Blackhawks,8,,21316,02:36:00 AM,
2019-01-20,Carolina Hurricanes,7,Edmonton Oilers,4,,18347,02:28:00 AM,
2019-01-20,Anaheim Ducks,0,New York Islanders,3,,13917,02:21:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-20,Arizona Coyotes,4,Toronto Maple Leafs,2,,19165,02:23:00 AM,
2019-01-20,Detroit Red Wings,2,Vancouver Canucks,3,,18865,02:32:00 AM,
2019-01-21,Nashville Predators,4,Colorado Avalanche,1,,18018,02:28:00 AM,
2019-01-21,San Jose Sharks,2,Florida Panthers,6,,14014,02:33:00 AM,
2019-01-21,St. Louis Blues,3,Los Angeles Kings,4,,18230,02:33:00 AM,
2019-01-21,Minnesota Wild,4,Vegas Golden Knights,2,,18328,02:40:00 AM,
2019-01-22,Carolina Hurricanes,2,Calgary Flames,3,OT,18508,02:36:00 AM,
2019-01-22,New York Islanders,2,Chicago Blackhawks,3,SO,21330,02:36:00 AM,
2019-01-22,Detroit Red Wings,3,Edmonton Oilers,2,,18347,02:27:00 AM,
2019-01-22,Arizona Coyotes,3,Ottawa Senators,2,,12236,02:27:00 AM,
2019-01-22,San Jose Sharks,7,Washington Capitals,6,OT,18506,02:39:00 AM,
2019-01-23,St. Louis Blues,5,Anaheim Ducks,1,,16795,02:21:00 AM,
2019-01-23,Minnesota Wild,5,Colorado Avalanche,2,,17310,02:34:00 AM,
2019-01-23,Arizona Coyotes,1,Montreal Canadiens,2,,21002,02:23:00 AM,
2019-01-23,Washington Capitals,3,Toronto Maple Leafs,6,,19148,02:28:00 AM,
2019-01-23,Carolina Hurricanes,5,Vancouver Canucks,2,,18373,02:32:00 AM,
2019-01-23,Nashville Predators,2,Vegas Golden Knights,1,,18477,02:37:00 AM,
